example_id,format,correct,error,input_token_count,question_category,question_difficulty,source_dataset,query,gold_label,prediction,failure_flip_example
64,html,0,,1400,Conditional Lookup,Easy,hybridqa,Who attended the school with the baseball team named The Cardinal ?,['Jason Castro'],Brett Wallace,0
64,latex,0,,515,Conditional Lookup,Easy,hybridqa,Who attended the school with the baseball team named The Cardinal ?,['Jason Castro'],Brett Wallace,0
64,markdown,0,,561,Conditional Lookup,Easy,hybridqa,Who attended the school with the baseball team named The Cardinal ?,['Jason Castro'],Brett Wallace,0
65,html,1,,1790,Conditional Lookup,Easy,wikitq,which is the only driver representing france?,['Guy Ligier'],Guy Ligier,0
65,latex,1,,683,Conditional Lookup,Easy,wikitq,which is the only driver representing france?,['Guy Ligier'],Guy Ligier,0
65,markdown,1,,754,Conditional Lookup,Easy,wikitq,which is the only driver representing france?,['Guy Ligier'],Guy Ligier,0
66,html,1,,1423,Conditional Lookup,Easy,wikitq,henri pescarolo and jean-louis ricci were this driver's co-drivers during which year?,['1990'],1990,0
66,latex,1,,785,Conditional Lookup,Easy,wikitq,henri pescarolo and jean-louis ricci were this driver's co-drivers during which year?,['1990'],1990,0
66,markdown,1,,751,Conditional Lookup,Easy,wikitq,henri pescarolo and jean-louis ricci were this driver's co-drivers during which year?,['1990'],1990,0
67,html,0,,1611,Conditional Lookup,Easy,hybridqa,"What is the region whose comparable country is in West Africa and covers 36,125 square kilometres ( 13,948 sq mi ) ?",['Valparaíso'],Burkina Faso,0
67,latex,0,,852,Conditional Lookup,Easy,hybridqa,"What is the region whose comparable country is in West Africa and covers 36,125 square kilometres ( 13,948 sq mi ) ?",['Valparaíso'],Guinea-Bissau,0
67,markdown,0,,872,Conditional Lookup,Easy,hybridqa,"What is the region whose comparable country is in West Africa and covers 36,125 square kilometres ( 13,948 sq mi ) ?",['Valparaíso'],Coquimbo,0
68,html,0,,706,Conditional Lookup,Easy,hybridqa,What is the capacity of the stadium of the team that is the first team of players all born in Europe to play football in Singapore 's professional league ?,"['3,800']",The provided table does not contain information regarding the birthplace of players.,0
68,latex,0,,374,Conditional Lookup,Easy,hybridqa,What is the capacity of the stadium of the team that is the first team of players all born in Europe to play football in Singapore 's professional league ?,"['3,800']",The provided table does not contain information regarding the birthplace of players or the history of teams in Singapore's professional league.,0
68,markdown,0,,343,Conditional Lookup,Easy,hybridqa,What is the capacity of the stadium of the team that is the first team of players all born in Europe to play football in Singapore 's professional league ?,"['3,800']",The provided table does not contain information regarding the birthplace of players.,0
69,html,0,,951,Conditional Lookup,Easy,hybridqa,"What is the callsign of the airport whose name came after a naming contest in 2008 , where Samba was the other popular name ?",['AZUL'],"The provided table does not contain information regarding naming contests or the name ""Samba"".",0
69,latex,0,,478,Conditional Lookup,Easy,hybridqa,"What is the callsign of the airport whose name came after a naming contest in 2008 , where Samba was the other popular name ?",['AZUL'],"The provided table does not contain information regarding naming contests or the name ""Samba"".",0
69,markdown,0,,502,Conditional Lookup,Easy,hybridqa,"What is the callsign of the airport whose name came after a naming contest in 2008 , where Samba was the other popular name ?",['AZUL'],"The provided table does not contain information regarding naming contests or the name ""Samba"".",0
70,html,0,,579,Conditional Lookup,Easy,sqa,"now, which church name differs from its parish name?",['Bamberg Church'],Markabygda Church,0
70,latex,0,,303,Conditional Lookup,Easy,sqa,"now, which church name differs from its parish name?",['Bamberg Church'],Markabygda Church,0
70,markdown,0,,257,Conditional Lookup,Easy,sqa,"now, which church name differs from its parish name?",['Bamberg Church'],"thought
Markabygda Church",0
71,html,1,,1690,Conditional Lookup,Easy,hybridqa,What is the country of the film of which nearly 9 % of American households watched the initial episode ?,['US'],The provided table does not contain information regarding the percentage of American households that watched any of the films.,1
71,latex,1,,822,Conditional Lookup,Easy,hybridqa,What is the country of the film of which nearly 9 % of American households watched the initial episode ?,['US'],The provided table does not contain information regarding the percentage of American households that watched any of the films.,1
71,markdown,0,,1007,Conditional Lookup,Easy,hybridqa,What is the country of the film of which nearly 9 % of American households watched the initial episode ?,['US'],Not mentioned in the table.,1
72,html,0,,1806,Conditional Lookup,Easy,hybridqa,What is the seating capacity of the stadium that is built on the site of the former Lansdowne Road Stadium ?,"['51,700']",The provided table does not contain information regarding the site of the former Lansdowne Road Stadium.,0
72,latex,0,,811,Conditional Lookup,Easy,hybridqa,What is the seating capacity of the stadium that is built on the site of the former Lansdowne Road Stadium ?,"['51,700']",The provided table does not contain information regarding which stadium was built on the site of the former Lansdowne Road Stadium.,0
72,markdown,0,,907,Conditional Lookup,Easy,hybridqa,What is the seating capacity of the stadium that is built on the site of the former Lansdowne Road Stadium ?,"['51,700']",The provided table does not contain information regarding which stadium was built on the site of the former Lansdowne Road Stadium.,0
73,html,1,,1186,Conditional Lookup,Easy,hybridqa,Who was the only non-American player to be obtained on a free transfer ?,['Kalifa Cissé'],Kalifa Cissé,0
73,latex,1,,568,Conditional Lookup,Easy,hybridqa,Who was the only non-American player to be obtained on a free transfer ?,['Kalifa Cissé'],Kalifa Cissé,0
73,markdown,1,,591,Conditional Lookup,Easy,hybridqa,Who was the only non-American player to be obtained on a free transfer ?,['Kalifa Cissé'],Kalifa Cissé,0
74,html,0,,562,Conditional Lookup,Easy,hybridqa,What is the ICAO of the airport that is the only international airport in Sierra Leone ?,['GFLL'],GFBN,0
74,latex,0,,278,Conditional Lookup,Easy,hybridqa,What is the ICAO of the airport that is the only international airport in Sierra Leone ?,['GFLL'],GFBN,0
74,markdown,0,,246,Conditional Lookup,Easy,hybridqa,What is the ICAO of the airport that is the only international airport in Sierra Leone ?,['GFLL'],GFBN,0
75,html,1,,993,Conditional Lookup,Easy,sqa,and which country won no bronze medals?,['Guyana'],"thought
Chile, Guyana, Aruba, Netherlands Antilles, Panama, Uruguay",0
75,latex,1,,375,Conditional Lookup,Easy,sqa,and which country won no bronze medals?,['Guyana'],Guyana,0
75,markdown,1,,357,Conditional Lookup,Easy,sqa,and which country won no bronze medals?,['Guyana'],Guyana,0
76,html,0,,1116,Conditional Lookup,Easy,hybridqa,Who is the catholic senator who is from the state where Niagra Falls is located ?,['Kirsten Gillibrand'],None,0
76,latex,0,,375,Conditional Lookup,Easy,hybridqa,Who is the catholic senator who is from the state where Niagra Falls is located ?,['Kirsten Gillibrand'],None,0
76,markdown,0,,389,Conditional Lookup,Easy,hybridqa,Who is the catholic senator who is from the state where Niagra Falls is located ?,['Kirsten Gillibrand'],None,0
77,html,1,,1195,Conditional Lookup,Easy,wikitq,what was the only film to score 88% from rotten tomatoes?,['The Five Obstructions'],The Five Obstructions,0
77,latex,1,,580,Conditional Lookup,Easy,wikitq,what was the only film to score 88% from rotten tomatoes?,['The Five Obstructions'],The Five Obstructions,0
77,markdown,1,,586,Conditional Lookup,Easy,wikitq,what was the only film to score 88% from rotten tomatoes?,['The Five Obstructions'],The Five Obstructions,0
78,html,1,,1371,Conditional Lookup,Easy,wikitq,"in 1987, which opponent did the the kansas city chiefs not play, due to cancellation?",['Minnesota Vikings'],Minnesota Vikings,0
78,latex,1,,690,Conditional Lookup,Easy,wikitq,"in 1987, which opponent did the the kansas city chiefs not play, due to cancellation?",['Minnesota Vikings'],Minnesota Vikings,0
78,markdown,1,,727,Conditional Lookup,Easy,wikitq,"in 1987, which opponent did the the kansas city chiefs not play, due to cancellation?",['Minnesota Vikings'],Minnesota Vikings,0
79,html,0,,707,Conditional Lookup,Easy,hybridqa,Which of the two plays Anna appeared in in 2003 premiered at a theater that was under the leadership of Artistic Director Lynne Meadow ?,['Drug Buddy'],The provided table does not contain information regarding the leadership of the theaters or any roles played by an individual named Anna.,0
79,latex,0,,343,Conditional Lookup,Easy,hybridqa,Which of the two plays Anna appeared in in 2003 premiered at a theater that was under the leadership of Artistic Director Lynne Meadow ?,['Drug Buddy'],None,0
79,markdown,0,,327,Conditional Lookup,Easy,hybridqa,Which of the two plays Anna appeared in in 2003 premiered at a theater that was under the leadership of Artistic Director Lynne Meadow ?,['Drug Buddy'],None,0
80,html,1,,1991,Conditional Lookup,Easy,wikitq,what was the first team played against in the month of december?,['Ontario Fury'],Ontario Fury,0
80,latex,1,,867,Conditional Lookup,Easy,wikitq,what was the first team played against in the month of december?,['Ontario Fury'],Ontario Fury,0
80,markdown,1,,959,Conditional Lookup,Easy,wikitq,what was the first team played against in the month of december?,['Ontario Fury'],Ontario Fury,0
81,html,1,,2164,Conditional Lookup,Easy,hybridqa,What city contains the largest reciprocating steam-driven engine ever built in the United States ?,['Iron Mountain'],Iron Mountain,0
81,latex,1,,1702,Conditional Lookup,Easy,hybridqa,What city contains the largest reciprocating steam-driven engine ever built in the United States ?,['Iron Mountain'],Iron Mountain,0
81,markdown,1,,1895,Conditional Lookup,Easy,hybridqa,What city contains the largest reciprocating steam-driven engine ever built in the United States ?,['Iron Mountain'],Iron Mountain,0
82,html,0,,721,Conditional Lookup,Easy,hybridqa,What is the Registry of the ship whose type was seen as fast and maneuverable and were used as both naval warships and merchant vessels ?,['United States'],None,0
82,latex,0,,467,Conditional Lookup,Easy,hybridqa,What is the Registry of the ship whose type was seen as fast and maneuverable and were used as both naval warships and merchant vessels ?,['United States'],None,0
82,markdown,0,,469,Conditional Lookup,Easy,hybridqa,What is the Registry of the ship whose type was seen as fast and maneuverable and were used as both naval warships and merchant vessels ?,['United States'],None,0
83,html,0,,2807,Conditional Lookup,Easy,hybridqa,What year was the church built that is located in a city named after a man who sailed the Great Egg Harbor in 1740 ?,['1841'],1740,0
83,latex,0,,2045,Conditional Lookup,Easy,hybridqa,What year was the church built that is located in a city named after a man who sailed the Great Egg Harbor in 1740 ?,['1841'],1740 built,0
83,markdown,0,,2169,Conditional Lookup,Easy,hybridqa,What year was the church built that is located in a city named after a man who sailed the Great Egg Harbor in 1740 ?,['1841'],1740,0
84,html,1,,1703,Conditional Lookup,Easy,hybridqa,Which award show aside from the Oscars gave Torill Kove 's 2006 movie an award for best animated short ?,['Genie Award'],Genie Award - Animated Short,0
84,latex,1,,845,Conditional Lookup,Easy,hybridqa,Which award show aside from the Oscars gave Torill Kove 's 2006 movie an award for best animated short ?,['Genie Award'],Genie Award - Animated Short,0
84,markdown,1,,1002,Conditional Lookup,Easy,hybridqa,Which award show aside from the Oscars gave Torill Kove 's 2006 movie an award for best animated short ?,['Genie Award'],Genie Award - Animated Short,0
85,html,0,,601,Conditional Lookup,Easy,hybridqa,What is the label of the programming that is widely considered as the reliable voice of the Nigerian government ?,['KVVV 15'],None,0
85,latex,0,,334,Conditional Lookup,Easy,hybridqa,What is the label of the programming that is widely considered as the reliable voice of the Nigerian government ?,['KVVV 15'],None,0
85,markdown,0,,294,Conditional Lookup,Easy,hybridqa,What is the label of the programming that is widely considered as the reliable voice of the Nigerian government ?,['KVVV 15'],None,0
86,html,1,,729,Conditional Lookup,Easy,sqa,what is one of the countries that won no bronze medals?,['Thailand'],Thailand,0
86,latex,1,,305,Conditional Lookup,Easy,sqa,what is one of the countries that won no bronze medals?,['Thailand'],Thailand,0
86,markdown,1,,261,Conditional Lookup,Easy,sqa,what is one of the countries that won no bronze medals?,['Thailand'],Thailand,0
87,html,0,,1370,Conditional Lookup,Easy,hybridqa,Who is the player with the college that has the mascot of the owl ?,['Larry Brune'],Steve Wagner,1
87,latex,1,,524,Conditional Lookup,Easy,hybridqa,Who is the player with the college that has the mascot of the owl ?,['Larry Brune'],Larry Brune,1
87,markdown,1,,535,Conditional Lookup,Easy,hybridqa,Who is the player with the college that has the mascot of the owl ?,['Larry Brune'],Larry Brune,1
88,html,0,,2098,Conditional Lookup,Easy,hybridqa,What is the capacity of the stadium that was completed in March 1999 at a cost of A $ 690 million ?,"['83,500']",The provided table does not contain information regarding the completion date or the construction cost of the stadiums.,0
